Berichtsjahr,Berichtsmonat,Segment,Marke,Modellreihe,Anzahl,Diesel,Hybrid,Benzin-Hybrid,Diesel-Hybrid,Hybrid (ohne Plug-in),Benzin-Hybrid (ohne Plug-in),Diesel-Hybrid (ohne Plug-in),Plug-in-Hybrid,Benzin-Plug-in-Hybrid,Diesel-Plug-in-Hybrid,Elektro (BEV),Allradantrieb,offener Aufbau,gewerblich,ObjectId
2023,April,WOHNMOBILE,OPEL,ZAFIRA LIFE,25,25000.0,,,,,,,,,,,,,10000.0,751488
2023,April,WOHNMOBILE,PEUGEOT,BOXER,282,281000.0,,,,,,,,,,,1000.0,,129000.0,751489
2023,April,WOHNMOBILE,PEUGEOT,EXPERT,7,7000.0,,,,,,,,,,,,,,751490
2023,April,WOHNMOBILE,PEUGEOT,RIFTER,1,1000.0,,,,,,,,,,,,,,751491
2023,April,WOHNMOBILE,RENAULT,MASTER,12,11000.0,,,,,,,,,,,,,2000.0,751492
2023,April,WOHNMOBILE,RENAULT,TRAFIC,20,20000.0,,,,,,,,,,,,,5000.0,751493
2023,April,WOHNMOBILE,TOYOTA,PROACE,4,4000.0,,,,,,,,,,,,,,751494
2023,April,WOHNMOBILE,VW,CADDY,20,7000.0,,,,,,,,,,,,,8000.0,751495
2023,April,WOHNMOBILE,VW,CRAFTER,413,413000.0,,,,,,,,,,,46000.0,,335000.0,751496
2023,April,WOHNMOBILE,VW,TRANSPORTER,1274,1270000.0,3000.0,3000.0,,,,,3000.0,3000.0,,,260000.0,,982000.0,751497
2023,April,SONSTIGE,AUDI,SONSTIGE,70,14000.0,4000.0,4000.0,,,,,4000.0,4000.0,,31000.0,57000.0,,70000.0,751498
2023,April,SONSTIGE,BMW,SONSTIGE,117,15000.0,27000.0,11000.0,16000.0,21000.0,5000.0,16000.0,6000.0,6000.0,,,107000.0,1000.0,85000.0,751499
2023,April,SONSTIGE,FERRARI,SONSTIGE,41,,,,,,,,,,,,,31000.0,15000.0,751500
2023,April,SONSTIGE,FORD,SONSTIGE,18,11000.0,,,,,,,,,,6000.0,2000.0,,9000.0,751501
2023,April,SONSTIGE,HONDA,SONSTIGE,5,,5000.0,5000.0,,5000.0,5000.0,,,,,,,,5000.0,751502
2023,April,SONSTIGE,HYUNDAI,SONSTIGE,5,,,,,,,,,,,1000.0,1000.0,,1000.0,751503
2023,April,SONSTIGE,LAMBORGHINI,SONSTIGE,32,,,,,,,,,,,,11000.0,12000.0,11000.0,751504
2023,April,SONSTIGE,MASERATI,SONSTIGE,7,,,,,,,,,,,,,,3000.0,751505
2023,April,SONSTIGE,MORGAN,SONSTIGE,10,,,,,,,,,,,,,10000.0,7000.0,751506
2023,April,SONSTIGE,PORSCHE,SONSTIGE,75,,33000.0,33000.0,,,,,33000.0,33000.0,,9000.0,67000.0,4000.0,75000.0,751507
2023,April,SONSTIGE,RENAULT,SONSTIGE,5,5000.0,,,,,,,,,,,,,5000.0,751508
2023,April,SONSTIGE,ROLLS ROYCE,SONSTIGE,24,,,,,,,,,,,2000.0,21000.0,,22000.0,751509
2023,April,SONSTIGE,SONSTIGE,SONSTIGE,1084,186000.0,200000.0,151000.0,49000.0,126000.0,90000.0,36000.0,74000.0,61000.0,13000.0,76000.0,369000.0,87000.0,762000.0,751510
2023,April,SONSTIGE,VW,SONSTIGE,74,25000.0,20000.0,20000.0,,9000.0,9000.0,,11000.0,11000.0,,12000.0,21000.0,,72000.0,751511
2023,Mai,MINIS,DACIA,SPRING,438,,,,,,,,,,,438000.0,,,165000.0,751512
2023,Mai,MINIS,FIAT,500,2818,,1059000.0,1059000.0,,1059000.0,1059000.0,,,,,1594000.0,,,1923000.0,751513
2023,Mai,MINIS,FIAT,PANDA,250,,228000.0,228000.0,,228000.0,228000.0,,,,,,22000.0,,217000.0,751514
2023,Mai,MINIS,HYUNDAI,I 10,1318,,,,,,,,,,,,,,738000.0,751515
2023,Mai,MINIS,KIA,PICANTO,975,,,,,,,,,,,,,,667000.0,751516
2023,Mai,MINIS,RENAULT,TWINGO,415,,,,,,,,,,,237000.0,,,190000.0,751517
2023,Mai,MINIS,SMART,FORTWO,1126,,,,,,,,,,,1126000.0,,366000.0,521000.0,751518
2023,Mai,MINIS,TOYOTA,AYGO,1098,,,,,,,,,,,,,,718000.0,751519
2023,Mai,MINIS,VW,UP,1823,,,,,,,,,,,475000.0,,,1375000.0,751520
2023,Mai,KLEINWAGEN,AUDI,A1,1679,,,,,,,,,,,,,,1261000.0,751521
2023,Mai,KLEINWAGEN,CITROEN,C3,523,29000.0,,,,,,,,,,,,,344000.0,751522
2023,Mai,KLEINWAGEN,DS,DS3,30,,,,,,,,,,,20000.0,,,28000.0,751523
2023,Mai,KLEINWAGEN,FORD,FIESTA,849,,270000.0,270000.0,,270000.0,270000.0,,,,,,,,511000.0,751524
2023,Mai,KLEINWAGEN,FORD,PUMA,2155,2000.0,2012000.0,2012000.0,,2012000.0,2012000.0,,,,,,,,1381000.0,751525
2023,Mai,KLEINWAGEN,HONDA,E,16,,,,,,,,,,,16000.0,,,7000.0,751526
2023,Mai,KLEINWAGEN,HONDA,JAZZ,185,,185000.0,185000.0,,185000.0,185000.0,,,,,,,,90000.0,751527
2023,Mai,KLEINWAGEN,HYUNDAI,I 20,1247,,585000.0,585000.0,,585000.0,585000.0,,,,,,4000.0,,922000.0,751528
2023,Mai,KLEINWAGEN,KIA,RIO,446,,74000.0,74000.0,,74000.0,74000.0,,,,,,,,263000.0,751529
2023,Mai,KLEINWAGEN,MAZDA,2,572,,397000.0,397000.0,,397000.0,397000.0,,,,,,,,225000.0,751530
2023,Mai,KLEINWAGEN,MINI,MINI,3788,39000.0,25000.0,25000.0,,,,,25000.0,25000.0,,1184000.0,187000.0,914000.0,1898000.0,751531
2023,Mai,KLEINWAGEN,MITSUBISHI,"MIRAGE, SPACE STAR",1168,,,,,,,,,,,,,,433000.0,751532
2023,Mai,KLEINWAGEN,NISSAN,JUKE,326,,142000.0,142000.0,,142000.0,142000.0,,,,,,,,140000.0,751533
2023,Mai,KLEINWAGEN,OPEL,CORSA,4434,109000.0,,,,,,,,,,804000.0,,,3642000.0,751534
2023,Mai,KLEINWAGEN,PEUGEOT,208,969,25000.0,,,,,,,,,,570000.0,,,660000.0,751535
2023,Mai,KLEINWAGEN,RENAULT,CLIO,1078,9000.0,60000.0,60000.0,,60000.0,60000.0,,,,,,,,482000.0,751536
2023,Mai,KLEINWAGEN,RENAULT,ZOE,451,,,,,,,,,,,451000.0,,,359000.0,751537
2023,Mai,KLEINWAGEN,SEAT,IBIZA,1401,,,,,,,,,,,,,,672000.0,751538
2023,Mai,KLEINWAGEN,SKODA,FABIA,1427,,,,,,,,,,,,,,733000.0,751539
2023,Mai,KLEINWAGEN,SUZUKI,IGNIS,271,,271000.0,271000.0,,271000.0,271000.0,,,,,,82000.0,,78000.0,751540
2023,Mai,KLEINWAGEN,SUZUKI,SWIFT,417,,417000.0,417000.0,,417000.0,417000.0,,,,,,40000.0,,171000.0,751541
2023,Mai,KLEINWAGEN,TOYOTA,YARIS,2000,,1691000.0,1691000.0,,1691000.0,1691000.0,,,,,,167000.0,,1144000.0,751542
2023,Mai,KLEINWAGEN,VW,POLO,1914,,,,,,,,,,,,,,1099000.0,751543
2023,Mai,KOMPAKTKLASSE,AUDI,A3,3103,876000.0,1142000.0,1142000.0,,910000.0,910000.0,,232000.0,232000.0,,,894000.0,,2364000.0,751544
2023,Mai,KOMPAKTKLASSE,BMW,1ER,2351,375000.0,,,,,,,,,,,282000.0,,1796000.0,751545
2023,Mai,KOMPAKTKLASSE,BMW,2ER,2588,405000.0,756000.0,701000.0,55000.0,538000.0,483000.0,55000.0,218000.0,218000.0,,,594000.0,,2065000.0,751546
2023,Mai,KOMPAKTKLASSE,CITROEN,C4,468,6000.0,,,,,,,,,,375000.0,,,294000.0,751547
2023,Mai,KOMPAKTKLASSE,DACIA,SANDERO,2244,,,,,,,,,,,,,,289000.0,751548
2023,Mai,KOMPAKTKLASSE,DS,DS4,43,4000.0,8000.0,8000.0,,,,,8000.0,8000.0,,,,,33000.0,751549
2023,Mai,KOMPAKTKLASSE,FIAT,TIPO,40,,18000.0,18000.0,,18000.0,18000.0,,,,,,,,29000.0,751550
2023,Mai,KOMPAKTKLASSE,FORD,FOCUS,1966,805000.0,850000.0,850000.0,,850000.0,850000.0,,,,,,,,1613000.0,751551
2023,Mai,KOMPAKTKLASSE,GWM,FUNKY CAT,155,,,,,,,,,,,155000.0,,,112000.0,751552
2023,Mai,KOMPAKTKLASSE,HONDA,CIVIC,70,,62000.0,62000.0,,62000.0,62000.0,,,,,,,,11000.0,751553
2023,Mai,KOMPAKTKLASSE,HYUNDAI,I 30,926,,477000.0,477000.0,,477000.0,477000.0,,,,,,,,685000.0,751554
2023,Mai,KOMPAKTKLASSE,KIA,CEED,1691,,363000.0,187000.0,176000.0,177000.0,1000.0,176000.0,186000.0,186000.0,,,,,1268000.0,751555
2023,Mai,KOMPAKTKLASSE,MAZDA,3,318,,318000.0,318000.0,,318000.0,318000.0,,,,,,11000.0,,104000.0,751556
2023,Mai,KOMPAKTKLASSE,MAZDA,MX-5,272,,,,,,,,,,,,,272000.0,113000.0,751557
2023,Mai,KOMPAKTKLASSE,MERCEDES,A-KLASSE,2456,485000.0,1871000.0,1871000.0,,1550000.0,1550000.0,,321000.0,321000.0,,,582000.0,,1334000.0,751558
2023,Mai,KOMPAKTKLASSE,MG ROEWE,4,941,,,,,,,,,,,941000.0,,,436000.0,751559
2023,Mai,KOMPAKTKLASSE,NISSAN,LEAF,104,,,,,,,,,,,104000.0,,,49000.0,751560
2023,Mai,KOMPAKTKLASSE,OPEL,ASTRA,1605,174000.0,91000.0,91000.0,,,,,91000.0,91000.0,,3000.0,,,1266000.0,751561
2023,Mai,KOMPAKTKLASSE,PEUGEOT,308,386,184000.0,40000.0,40000.0,,,,,40000.0,40000.0,,,,,311000.0,751562
2023,Mai,KOMPAKTKLASSE,RENAULT,MEGANE,520,87000.0,10000.0,10000.0,,,,,10000.0,10000.0,,345000.0,,,326000.0,751563
2023,Mai,KOMPAKTKLASSE,SEAT,BORN,1108,,,,,,,,,,,1108000.0,,,792000.0,751564
2023,Mai,KOMPAKTKLASSE,SEAT,LEON,2122,306000.0,985000.0,985000.0,,769000.0,769000.0,,216000.0,216000.0,,,157000.0,,1305000.0,751565
2023,Mai,KOMPAKTKLASSE,SKODA,OCTAVIA,3250,2504000.0,412000.0,412000.0,,153000.0,153000.0,,259000.0,259000.0,,,413000.0,,2900000.0,751566
2023,Mai,KOMPAKTKLASSE,SKODA,SCALA,453,,,,,,,,,,,,,,286000.0,751567
2023,Mai,KOMPAKTKLASSE,SUBARU,IMPREZA,5,,2000.0,2000.0,,2000.0,2000.0,,,,,,5000.0,,1000.0,751568
2023,Mai,KOMPAKTKLASSE,SUZUKI,SWACE,31,,31000.0,31000.0,,31000.0,31000.0,,,,,,,,24000.0,751569
2023,Mai,KOMPAKTKLASSE,TOYOTA,COROLLA,607,,606000.0,606000.0,,606000.0,606000.0,,,,,,57000.0,,435000.0,751570
2023,Mai,KOMPAKTKLASSE,VW,GOLF,5436,1465000.0,1130000.0,1130000.0,,1090000.0,1090000.0,,40000.0,40000.0,,,437000.0,,4358000.0,751571
2023,Mai,KOMPAKTKLASSE,VW,ID.3,2185,,,,,,,,,,,2185000.0,,,1531000.0,751572
2023,Mai,MITTELKLASSE,ALFA ROMEO,GIULIA,237,6000.0,,,,,,,,,,,217000.0,,129000.0,751573
2023,Mai,MITTELKLASSE,AUDI,A4,2772,1000.0,2669000.0,1042000.0,1627000.0,2669000.0,1042000.0,1627000.0,,,,,1066000.0,,2437000.0,751574
2023,Mai,MITTELKLASSE,AUDI,A5,1020,,905000.0,607000.0,298000.0,905000.0,607000.0,298000.0,,,,,627000.0,309000.0,856000.0,751575
2023,Mai,MITTELKLASSE,BMW,3ER,4406,1000.0,3127000.0,645000.0,2482000.0,2668000.0,186000.0,2482000.0,459000.0,459000.0,,,1560000.0,,4080000.0,751576
2023,Mai,MITTELKLASSE,BMW,4ER,3718,1000.0,1324000.0,639000.0,685000.0,1324000.0,639000.0,685000.0,,,,1347000.0,1437000.0,754000.0,3050000.0,751577
2023,Mai,MITTELKLASSE,CITROEN,C5,555,33000.0,201000.0,201000.0,,,,,201000.0,201000.0,,,,,428000.0,751578
2023,Mai,MITTELKLASSE,HYUNDAI,G70,9,5000.0,,,,,,,,,,,1000.0,,7000.0,751579
2023,Mai,MITTELKLASSE,HYUNDAI,IONIQ6,338,,,,,,,,,,,338000.0,118000.0,,143000.0,751580
2023,Mai,MITTELKLASSE,JAGUAR,XE,12,,6000.0,,6000.0,6000.0,,6000.0,,,,,5000.0,,6000.0,751581
2023,Mai,MITTELKLASSE,KIA,STINGER,74,,,,,,,,,,,,74000.0,,32000.0,751582
2023,Mai,MITTELKLASSE,MAZDA,6,406,,,,,,,,,,,,,,319000.0,751583
2023,Mai,MITTELKLASSE,MERCEDES,C-KLASSE,5221,30000.0,4995000.0,2758000.0,2237000.0,3905000.0,1686000.0,2219000.0,1090000.0,1072000.0,18000.0,,1067000.0,312000.0,4084000.0,751584
2023,Mai,MITTELKLASSE,MERCEDES,CLA-KLASSE,2057,472000.0,431000.0,431000.0,,10000.0,10000.0,,421000.0,421000.0,,,303000.0,,1432000.0,751585
2023,Mai,MITTELKLASSE,MG ROEWE,5,138,,,,,,,,,,,138000.0,,,92000.0,751586
2023,Mai,MITTELKLASSE,NIO,ET5,31,,,,,,,,,,,31000.0,31000.0,,25000.0,751587
2023,Mai,MITTELKLASSE,OPEL,INSIGNIA,225,221000.0,,,,,,,,,,,2000.0,,222000.0,751588
2023,Mai,MITTELKLASSE,PEUGEOT,408,87,,58000.0,58000.0,,,,,58000.0,58000.0,,,,,73000.0,751589
2023,Mai,MITTELKLASSE,PEUGEOT,508,75,38000.0,29000.0,29000.0,,,,,29000.0,29000.0,,,,,72000.0,751590
2023,Mai,MITTELKLASSE,POLESTAR,2,629,,,,,,,,,,,629000.0,97000.0,,555000.0,751591
2023,Mai,MITTELKLASSE,SKODA,SUPERB,1367,970000.0,159000.0,159000.0,,,,,159000.0,159000.0,,,291000.0,,1264000.0,751592
2023,Mai,MITTELKLASSE,TESLA,MODEL 3,843,,,,,,,,,,,843000.0,361000.0,,462000.0,751593
2023,Mai,MITTELKLASSE,VOLVO,60,347,,347000.0,154000.0,193000.0,234000.0,41000.0,193000.0,113000.0,113000.0,,,198000.0,,282000.0,751594
2023,Mai,MITTELKLASSE,VW,ARTEON,1039,702000.0,11000.0,11000.0,,,,,11000.0,11000.0,,,262000.0,,901000.0,751595
2023,Mai,MITTELKLASSE,VW,PASSAT,4384,3795000.0,39000.0,39000.0,,,,,39000.0,39000.0,,,291000.0,,4176000.0,751596
2023,Mai,OBERE MITTELKLASSE,AUDI,A6,3188,3000.0,3174000.0,1659000.0,1515000.0,2740000.0,1225000.0,1515000.0,434000.0,434000.0,,,2543000.0,,3038000.0,751597
2023,Mai,OBERE MITTELKLASSE,BMW,5ER,2479,,2347000.0,702000.0,1645000.0,2040000.0,395000.0,1645000.0,307000.0,307000.0,,,1361000.0,,2307000.0,751598
2023,Mai,OBERE MITTELKLASSE,HYUNDAI,G80,6,,,,,,,,,,,1000.0,4000.0,,4000.0,751599
2023,Mai,OBERE MITTELKLASSE,JAGUAR,XF,13,,10000.0,,10000.0,10000.0,,10000.0,,,,,9000.0,,10000.0,751600
2023,Mai,OBERE MITTELKLASSE,LEXUS,ES,31,,31000.0,31000.0,,31000.0,31000.0,,,,,,,,31000.0,751601
2023,Mai,OBERE MITTELKLASSE,MERCEDES,E-KLASSE,2296,329000.0,1237000.0,345000.0,892000.0,1074000.0,290000.0,784000.0,163000.0,55000.0,108000.0,661000.0,736000.0,,1606000.0,751602
2023,Mai,OBERE MITTELKLASSE,SUBARU,OUTBACK,43,,,,,,,,,,,,43000.0,,15000.0,751603
2023,Mai,OBERE MITTELKLASSE,TOYOTA,CAMRY,9,,6000.0,6000.0,,6000.0,6000.0,,,,,,,,6000.0,751604
2023,Mai,OBERE MITTELKLASSE,TOYOTA,MIRAI,27,,,,,,,,,,,,,,26000.0,751605
2023,Mai,OBERE MITTELKLASSE,VOLVO,90,133,,133000.0,42000.0,91000.0,98000.0,7000.0,91000.0,35000.0,35000.0,,,100000.0,,127000.0,751606
2023,Mai,OBERKLASSE,AUDI,A7,207,,207000.0,174000.0,33000.0,154000.0,121000.0,33000.0,53000.0,53000.0,,,202000.0,,188000.0,751607
2023,Mai,OBERKLASSE,AUDI,A8,273,1000.0,270000.0,95000.0,175000.0,250000.0,75000.0,175000.0,20000.0,20000.0,,,273000.0,,221000.0,751608
2023,Mai,OBERKLASSE,AUDI,E-TRON GT,111,,,,,,,,,,,111000.0,111000.0,,104000.0,751609
2023,Mai,OBERKLASSE,BENTLEY,CONTINENTAL,64,,6000.0,6000.0,,2000.0,2000.0,,4000.0,4000.0,,,61000.0,21000.0,48000.0,751610
2023,Mai,OBERKLASSE,BMW,6ER,45,2000.0,43000.0,8000.0,35000.0,43000.0,8000.0,35000.0,,,,,41000.0,,37000.0,751611
2023,Mai,OBERKLASSE,BMW,7ER,257,,208000.0,64000.0,144000.0,144000.0,,144000.0,64000.0,64000.0,,49000.0,257000.0,,249000.0,751612
2023,Mai,OBERKLASSE,BMW,8ER,229,,26000.0,,26000.0,26000.0,,26000.0,,,,,224000.0,75000.0,207000.0,751613
2023,Mai,OBERKLASSE,MASERATI,GHIBLI,5,,1000.0,1000.0,,1000.0,1000.0,,,,,,1000.0,,5000.0,751614
2023,Mai,OBERKLASSE,MERCEDES,CLS,83,25000.0,58000.0,42000.0,16000.0,58000.0,42000.0,16000.0,,,,,67000.0,,59000.0,751615
2023,Mai,OBERKLASSE,MERCEDES,S-KLASSE,829,161000.0,292000.0,273000.0,19000.0,241000.0,222000.0,19000.0,51000.0,51000.0,,359000.0,692000.0,,749000.0,751616
2023,Mai,OBERKLASSE,PORSCHE,PANAMERA,129,,82000.0,82000.0,,,,,82000.0,82000.0,,,128000.0,,98000.0,751617
2023,Mai,OBERKLASSE,PORSCHE,TAYCAN,388,,,,,,,,,,,388000.0,277000.0,,304000.0,751618
2023,Mai,OBERKLASSE,TESLA,MODEL S,106,,,,,,,,,,,106000.0,106000.0,,69000.0,751619
2023,Mai,SUVs,ALFA ROMEO,STELVIO,195,54000.0,,,,,,,,,,,195000.0,,154000.0,751620
2023,Mai,SUVs,ALFA ROMEO,TONALE,177,80000.0,97000.0,97000.0,,48000.0,48000.0,,49000.0,49000.0,,,49000.0,,148000.0,751621
2023,Mai,SUVs,AUDI,Q2,2222,376000.0,,,,,,,,,,,251000.0,,1954000.0,751622
2023,Mai,SUVs,AUDI,Q4,1644,,,,,,,,,,,1644000.0,444000.0,,1034000.0,751623
2023,Mai,SUVs,BMW,IX,603,,,,,,,,,,,603000.0,603000.0,,548000.0,751624
2023,Mai,SUVs,BMW,X1,3596,322000.0,1604000.0,1070000.0,534000.0,1190000.0,656000.0,534000.0,414000.0,414000.0,,1325000.0,2711000.0,,2416000.0,751625
2023,Mai,SUVs,BMW,X2,734,242000.0,54000.0,54000.0,,,,,54000.0,54000.0,,,302000.0,,648000.0,751626
2023,Mai,SUVs,BMW,XM,58,,58000.0,58000.0,,,,,58000.0,58000.0,,,58000.0,,52000.0,751627
2023,Mai,SUVs,BYD,ATTO 3,49,,,,,,,,,,,49000.0,,,19000.0,751628
2023,Mai,SUVs,CADILLAC,XT4,19,3000.0,,,,,,,,,,,16000.0,,16000.0,751629
2023,Mai,SUVs,DACIA,DUSTER,1627,177000.0,,,,,,,,,,,491000.0,,305000.0,751630
2023,Mai,SUVs,DS,DS7 CROSSBACK,71,35000.0,29000.0,29000.0,,,,,29000.0,29000.0,,,16000.0,,51000.0,751631
2023,Mai,SUVs,FORD,ECOSPORT,171,,,,,,,,,,,,,,72000.0,751632
2023,Mai,SUVs,FORD,EXPLORER,35,,34000.0,34000.0,,,,,34000.0,34000.0,,,35000.0,,30000.0,751633
2023,Mai,SUVs,FORD,KUGA,2311,566000.0,1125000.0,1121000.0,4000.0,302000.0,298000.0,4000.0,823000.0,823000.0,,,284000.0,,1716000.0,751634
2023,Mai,SUVs,FORD,MUSTANG MACH-E,398,,,,,,,,,,,398000.0,183000.0,,192000.0,751635
2023,Mai,SUVs,HONDA,CR-V,67,,67000.0,67000.0,,67000.0,67000.0,,,,,,36000.0,,28000.0,751636
2023,Mai,SUVs,HONDA,HR-V,90,,90000.0,90000.0,,90000.0,90000.0,,,,,,,,19000.0,751637
2023,Mai,SUVs,HONDA,ZR-V,5,,5000.0,5000.0,,5000.0,5000.0,,,,,,,,5000.0,751638
2023,Mai,SUVs,HYUNDAI,BAYON,116,,64000.0,64000.0,,64000.0,64000.0,,,,,,,,80000.0,751639
2023,Mai,SUVs,HYUNDAI,GV60,42,,,,,,,,,,,42000.0,42000.0,,20000.0,751640
2023,Mai,SUVs,HYUNDAI,GV70,57,15000.0,,,,,,,,,,30000.0,57000.0,,41000.0,751641
2023,Mai,SUVs,HYUNDAI,GV80,9,9000.0,,,,,,,,,,,9000.0,,8000.0,751642
2023,Mai,SUVs,HYUNDAI,IONIQ5,909,,,,,,,,,,,909000.0,234000.0,,440000.0,751643
2023,Mai,SUVs,HYUNDAI,KONA,2217,,350000.0,343000.0,7000.0,350000.0,343000.0,7000.0,,,,986000.0,29000.0,,1378000.0,751644
2023,Mai,SUVs,HYUNDAI,TUCSON,1830,,1781000.0,1759000.0,22000.0,1236000.0,1214000.0,22000.0,545000.0,545000.0,,,945000.0,,1235000.0,751645
2023,Mai,SUVs,JAGUAR,I-PACE,13,,,,,,,,,,,13000.0,13000.0,,12000.0,751646
2023,Mai,SUVs,JEEP,AVENGER,313,,,,,,,,,,,313000.0,,,305000.0,751647
2023,Mai,SUVs,KIA,EV6,471,,,,,,,,,,,471000.0,248000.0,,238000.0,751648
2023,Mai,SUVs,KIA,NIRO,681,,136000.0,136000.0,,67000.0,67000.0,,69000.0,69000.0,,545000.0,,,406000.0,751649
2023,Mai,SUVs,KIA,SPORTAGE,1729,,1665000.0,1610000.0,55000.0,1257000.0,1202000.0,55000.0,408000.0,408000.0,,,841000.0,,1066000.0,751650
2023,Mai,SUVs,KIA,STONIC,414,,156000.0,156000.0,,156000.0,156000.0,,,,,,,,245000.0,751651
2023,Mai,SUVs,LADA,NIVA,10,,,,,,,,,,,,10000.0,,8000.0,751652
2023,Mai,SUVs,LEXUS,NX,83,,83000.0,83000.0,,43000.0,43000.0,,40000.0,40000.0,,,57000.0,,45000.0,751653
2023,Mai,SUVs,LEXUS,RX,51,,51000.0,51000.0,,37000.0,37000.0,,14000.0,14000.0,,,51000.0,,38000.0,751654
2023,Mai,SUVs,LEXUS,RZ,16,,,,,,,,,,,16000.0,16000.0,,14000.0,751655
2023,Mai,SUVs,LEXUS,UX,56,,56000.0,56000.0,,56000.0,56000.0,,,,,,,,34000.0,751656
2023,Mai,SUVs,LYNK & CO,01,237,,237000.0,237000.0,,,,,237000.0,237000.0,,,,,237000.0,751657
2023,Mai,SUVs,MASERATI,GRECALE,45,,27000.0,27000.0,,27000.0,27000.0,,,,,,45000.0,,28000.0,751658
2023,Mai,SUVs,MASERATI,LEVANTE,17,,8000.0,8000.0,,8000.0,8000.0,,,,,,17000.0,,16000.0,751659
2023,Mai,SUVs,MAZDA,CX-30,402,,402000.0,402000.0,,402000.0,402000.0,,,,,,53000.0,,114000.0,751660
2023,Mai,SUVs,MAZDA,CX-5,605,121000.0,364000.0,364000.0,,364000.0,364000.0,,,,,,230000.0,,226000.0,751661
2023,Mai,SUVs,MAZDA,CX-60,380,,380000.0,160000.0,220000.0,220000.0,,220000.0,160000.0,160000.0,,,358000.0,,215000.0,751662
2023,Mai,SUVs,MAZDA,MX-30,324,,,,,,,,,,,324000.0,,,268000.0,751663
2023,Mai,SUVs,MERCEDES,GLA,2151,196000.0,163000.0,163000.0,,,,,163000.0,163000.0,,1355000.0,609000.0,,1279000.0,751664
2023,Mai,SUVs,MERCEDES,GLB,1461,233000.0,4000.0,4000.0,,4000.0,4000.0,,,,,896000.0,627000.0,,909000.0,751665
2023,Mai,SUVs,MERCEDES,"GLK, GLC",3245,120000.0,2756000.0,1485000.0,1271000.0,1635000.0,681000.0,954000.0,1121000.0,804000.0,317000.0,323000.0,3244000.0,,2299000.0,751666
2023,Mai,SUVs,MG ROEWE,MARVEL,88,,,,,,,,,,,88000.0,32000.0,,67000.0,751667
2023,Mai,SUVs,MG ROEWE,RX6,48,,,,,,,,,,,,,,48000.0,751668
2023,Mai,SUVs,MG ROEWE,ZS,564,,,,,,,,,,,452000.0,,,204000.0,751669
2023,Mai,SUVs,MITSUBISHI,ASX,224,,175000.0,175000.0,,175000.0,175000.0,,,,,,,,104000.0,751670
2023,Mai,SUVs,MITSUBISHI,ECLIPSE CROSS,140,,140000.0,140000.0,,,,,140000.0,140000.0,,,140000.0,,116000.0,751671
2023,Mai,SUVs,NIO,EL7,8,,,,,,,,,,,8000.0,8000.0,,6000.0,751672
2023,Mai,SUVs,NISSAN,ARIYA,72,,,,,,,,,,,72000.0,18000.0,,23000.0,751673
2023,Mai,SUVs,NISSAN,QASHQAI,940,,938000.0,938000.0,,938000.0,938000.0,,,,,,36000.0,,365000.0,751674
2023,Mai,SUVs,OPEL,CROSSLAND X,699,25000.0,,,,,,,,,,,,,620000.0,751675
2023,Mai,SUVs,OPEL,GRANDLAND X,1229,161000.0,518000.0,518000.0,,,,,518000.0,518000.0,,,484000.0,,1103000.0,751676
2023,Mai,SUVs,OPEL,MOKKA,1722,28000.0,,,,,,,,,,528000.0,,,1438000.0,751677
2023,Mai,SUVs,PEUGEOT,2008,659,20000.0,,,,,,,,,,293000.0,,,363000.0,751678
2023,Mai,SUVs,RENAULT,ARKANA,404,,404000.0,404000.0,,404000.0,404000.0,,,,,,,,96000.0,751679
2023,Mai,SUVs,RENAULT,AUSTRAL,812,,812000.0,812000.0,,812000.0,812000.0,,,,,,,,182000.0,751680
2023,Mai,SUVs,RENAULT,CAPTUR,609,,455000.0,455000.0,,439000.0,439000.0,,16000.0,16000.0,,,,,173000.0,751681
2023,Mai,SUVs,RENAULT,KOLEOS,108,51000.0,,,,,,,,,,,51000.0,,40000.0,751682
2023,Mai,SUVs,ROLLS ROYCE,CULLINAN,14,,,,,,,,,,,,14000.0,,11000.0,751683
2023,Mai,SUVs,SEAT,ARONA,1355,,,,,,,,,,,,,,497000.0,751684
2023,Mai,SUVs,SEAT,ATECA,1951,303000.0,,,,,,,,,,,808000.0,,1088000.0,751685
2023,Mai,SUVs,SEAT,FORMENTOR,2872,286000.0,319000.0,319000.0,,,,,319000.0,319000.0,,,866000.0,,1457000.0,751686
2023,Mai,SUVs,SEAT,TARRACO,608,309000.0,30000.0,30000.0,,,,,30000.0,30000.0,,,123000.0,,512000.0,751687
2023,Mai,SUVs,SKODA,ENYAQ,1692,,,,,,,,,,,1692000.0,353000.0,,1174000.0,751688
2023,Mai,SUVs,SKODA,KAMIQ,1298,,,,,,,,,,,,,,582000.0,751689
2023,Mai,SUVs,SKODA,KAROQ,1672,493000.0,,,,,,,,,,,350000.0,,899000.0,751690
2023,Mai,SUVs,SMART,1,497,,,,,,,,,,,497000.0,173000.0,,167000.0,751691
2023,Mai,SUVs,SSANGYONG,KORANDO,56,5000.0,,,,,,,,,,22000.0,10000.0,,43000.0,751692
2023,Mai,SUVs,SSANGYONG,TIVOLI,74,,,,,,,,,,,,2000.0,,40000.0,751693
2023,Mai,SUVs,SUBARU,SOLTERRA,9,,,,,,,,,,,9000.0,9000.0,,5000.0,751694
