DATE,MARKE,MODELL,MODELLREIHE,INSGESAMT,MIT DIESELANTRIEB,MIT HYBRIDANTRIEB,MIT ELEKTROANTRIEB,MIT ALLRADANTRIEB,CABRIOLETS
202402,KIA,NIRO,KIA NIRO,442.0,,101.0,341.0,,
202402,KIA,PICANTO,KIA PICANTO,456.0,,,,,
202402,KIA,RIO,KIA RIO,11.0,,1.0,,,
202402,KIA,SORENTO,KIA SORENTO,273.0,173.0,100.0,,262.0,
202402,KIA,SOUL,KIA SOUL,30.0,,,30.0,,
202402,KIA,SPORTAGE,KIA SPORTAGE,1519.0,,1476.0,,615.0,
202402,KIA,STINGER,KIA STINGER,30.0,,,,30.0,
202402,KIA,STONIC,KIA STONIC,287.0,,127.0,,,
202402,KIA,SONSTIGE,KIA SONSTIGE,7.0,,,6.0,4.0,
202402,LAMBORGHINI,URUS,LAMBORGHINI URUS,77.0,,,,74.0,
202402,LAMBORGHINI,SONSTIGE,LAMBORGHINI SONSTIGE,31.0,,,,12.0,5.0
202402,LAND ROVER,DEFENDER,LAND ROVER DEFENDER,305.0,,278.0,,305.0,
202402,LAND ROVER,DISCOVERY,LAND ROVER DISCOVERY,26.0,,26.0,,26.0,
202402,LAND ROVER,DISCOVERY SPORT,LAND ROVER DISCOVERY SPORT,84.0,,84.0,,84.0,
202402,LAND ROVER,RANGE ROVER,LAND ROVER RANGE ROVER,111.0,,103.0,,111.0,
202402,LAND ROVER,RANGE ROVER EVOQUE,LAND ROVER RANGE ROVER EVOQUE,78.0,,78.0,,78.0,
202402,LAND ROVER,RANGE ROVER SPORT,LAND ROVER RANGE ROVER SPORT,202.0,,201.0,,202.0,
202402,LAND ROVER,RANGE ROVER VELAR,LAND ROVER RANGE ROVER VELAR,203.0,,169.0,,203.0,
202402,LAND ROVER,SONSTIGE,LAND ROVER SONSTIGE,1.0,,,,,
202402,LEXUS,ES,LEXUS ES,19.0,,19.0,,,
202402,LEXUS,NX,LEXUS NX,81.0,,81.0,,59.0,
202402,LEXUS,RX,LEXUS RX,59.0,,59.0,,59.0,
202402,LEXUS,RZ,LEXUS RZ,2.0,,,2.0,2.0,
202402,LEXUS,UX,LEXUS UX,66.0,,66.0,,,
202402,LEXUS,SONSTIGE,LEXUS SONSTIGE,9.0,,,,,
202402,LOTUS,ELETRE,LOTUS ELETRE,13.0,,,13.0,13.0,
202402,LOTUS,SONSTIGE,LOTUS SONSTIGE,12.0,,,7.0,7.0,
202402,LUCID,,LUCID,4.0,,,4.0,4.0,
202402,LYNK & CO,01,LYNK & CO 01,2.0,,2.0,,,
202402,MAN,TGE,MAN TGE,99.0,99.0,,,28.0,
202402,MAN,SONSTIGE,MAN SONSTIGE,6.0,,,,,
202402,MASERATI,GRECALE,MASERATI GRECALE,17.0,,8.0,,17.0,
202402,MASERATI,LEVANTE,MASERATI LEVANTE,7.0,,,,7.0,
202402,MASERATI,SONSTIGE,MASERATI SONSTIGE,8.0,,,,,
202402,MAXUS,,MAXUS,5.0,,,5.0,,
202402,MAZDA,2,MAZDA 2,555.0,,334.0,,,
202402,MAZDA,3,MAZDA 3,261.0,,261.0,,5.0,
202402,MAZDA,6,MAZDA 6,281.0,,,,,
202402,MAZDA,CX-5,MAZDA CX-5,862.0,165.0,692.0,,333.0,
202402,MAZDA,CX-30,MAZDA CX-30,574.0,,574.0,,33.0,
202402,MAZDA,CX-60,MAZDA CX-60,583.0,,583.0,,532.0,
202402,MAZDA,MX-5,MAZDA MX-5,75.0,,,,,75.0
202402,MAZDA,MX-30,MAZDA MX-30,121.0,,112.0,9.0,,
202402,MAZDA,SONSTIGE,MAZDA SONSTIGE,1.0,,,,,
202402,MERCEDES,A-KLASSE,MERCEDES A-KLASSE,1324.0,228.0,1057.0,,224.0,
202402,MERCEDES,AMG GT,MERCEDES AMG GT,127.0,,45.0,,122.0,
202402,MERCEDES,B-KLASSE,MERCEDES B-KLASSE,622.0,138.0,484.0,,46.0,
202402,MERCEDES,C-KLASSE,MERCEDES C-KLASSE,2519.0,21.0,2472.0,,647.0,30.0
202402,MERCEDES,CITAN,MERCEDES CITAN,320.0,144.0,,23.0,,
202402,MERCEDES,CLA-KLASSE,MERCEDES CLA-KLASSE,1257.0,224.0,977.0,,288.0,
202402,MERCEDES,CLE,MERCEDES CLE,306.0,,302.0,,128.0,17.0
202402,MERCEDES,CLS,MERCEDES CLS,10.0,,,,7.0,
202402,MERCEDES,E-KLASSE,MERCEDES E-KLASSE,2039.0,49.0,1207.0,776.0,858.0,
202402,MERCEDES,E-KLASSE COUPE,MERCEDES E-KLASSE COUPE,21.0,,12.0,,14.0,7.0
202402,MERCEDES,G-KLASSE,MERCEDES G-KLASSE,532.0,74.0,3.0,,532.0,
202402,MERCEDES,"GL-KLASSE, GLS","MERCEDES GL-KLASSE, GLS",458.0,29.0,429.0,,458.0,
202402,MERCEDES,GLA,MERCEDES GLA,1754.0,180.0,845.0,722.0,571.0,
202402,MERCEDES,GLB,MERCEDES GLB,977.0,369.0,209.0,371.0,381.0,
202402,MERCEDES,"GLK, GLC","MERCEDES GLK, GLC",2382.0,35.0,2329.0,17.0,2380.0,
202402,MERCEDES,"ML-KLASSE, GLE","MERCEDES ML-KLASSE, GLE",1626.0,322.0,1303.0,,1622.0,
202402,MERCEDES,S-KLASSE,MERCEDES S-KLASSE,513.0,6.0,255.0,231.0,449.0,
202402,MERCEDES,SL,MERCEDES SL,132.0,,49.0,,89.0,132.0
202402,MERCEDES,SPRINTER,MERCEDES SPRINTER,716.0,716.0,,,120.0,
202402,MERCEDES,V-KLASSE,MERCEDES V-KLASSE,1640.0,1575.0,,64.0,903.0,
202402,MERCEDES,VITO,MERCEDES VITO,785.0,749.0,,35.0,158.0,
202402,MERCEDES,SONSTIGE,MERCEDES SONSTIGE,10.0,,,,,
202402,MG ROEWE,4,MG ROEWE 4,1504.0,,,1504.0,16.0,
202402,MG ROEWE,5,MG ROEWE 5,173.0,,,173.0,,
202402,MG ROEWE,MARVEL,MG ROEWE MARVEL,27.0,,,27.0,14.0,
202402,MG ROEWE,RX6,MG ROEWE RX6,91.0,,,,,
202402,MG ROEWE,ZS,MG ROEWE ZS,191.0,,,77.0,,
202402,MINI,MINI,MINI MINI,2655.0,21.0,162.0,115.0,203.0,976.0
202402,MITSUBISHI,ASX,MITSUBISHI ASX,521.0,,319.0,,,
202402,MITSUBISHI,COLT,MITSUBISHI COLT,666.0,,98.0,,,
202402,MITSUBISHI,ECLIPSE CROSS,MITSUBISHI ECLIPSE CROSS,319.0,,319.0,,319.0,
202402,MITSUBISHI,"MIRAGE, SPACE STAR","MITSUBISHI MIRAGE, SPACE STAR",1048.0,,,,,
202402,MITSUBISHI,SONSTIGE,MITSUBISHI SONSTIGE,1.0,,,,,
202402,MORGAN,,MORGAN,4.0,,,,,4.0
202402,NIO,EL6,NIO EL6,4.0,,,4.0,4.0,
202402,NIO,EL7,NIO EL7,6.0,,,6.0,6.0,
202402,NIO,ET5,NIO ET5,9.0,,,9.0,9.0,
202402,NIO,ET7,NIO ET7,8.0,,,8.0,8.0,
202402,NIO,SONSTIGE,NIO SONSTIGE,,,,,,
202402,NISSAN,ARIYA,NISSAN ARIYA,45.0,,,45.0,21.0,
202402,NISSAN,JUKE,NISSAN JUKE,490.0,,231.0,,,
202402,NISSAN,LEAF,NISSAN LEAF,56.0,,,56.0,,
202402,NISSAN,PRIMASTAR,NISSAN PRIMASTAR,84.0,84.0,,,,
202402,NISSAN,QASHQAI,NISSAN QASHQAI,1088.0,,1085.0,,69.0,
202402,NISSAN,TOWNSTAR,NISSAN TOWNSTAR,122.0,,,,,
202402,NISSAN,X-TRAIL,NISSAN X-TRAIL,477.0,,477.0,,219.0,
202402,NISSAN,SONSTIGE,NISSAN SONSTIGE,10.0,9.0,,,,
202402,OPEL,ASTRA,OPEL ASTRA,3707.0,1611.0,482.0,100.0,,
202402,OPEL,COMBO,OPEL COMBO,49.0,13.0,,30.0,,
202402,OPEL,CORSA,OPEL CORSA,3372.0,13.0,37.0,241.0,,
202402,OPEL,CROSSLAND X,OPEL CROSSLAND X,1291.0,121.0,,,,
202402,OPEL,GRANDLAND X,OPEL GRANDLAND X,1286.0,148.0,141.0,,51.0,
202402,OPEL,MOKKA,OPEL MOKKA,1730.0,14.0,,55.0,,
202402,OPEL,MOVANO,OPEL MOVANO,50.0,50.0,,,,
202402,OPEL,VIVARO,OPEL VIVARO,24.0,24.0,,,,
202402,OPEL,ZAFIRA LIFE,OPEL ZAFIRA LIFE,58.0,36.0,,22.0,,
202402,OPEL,SONSTIGE,OPEL SONSTIGE,4.0,,,,,
202402,PEUGEOT,208,PEUGEOT 208,508.0,10.0,96.0,172.0,,
202402,PEUGEOT,308,PEUGEOT 308,790.0,298.0,70.0,22.0,,
202402,PEUGEOT,408,PEUGEOT 408,81.0,,22.0,,,
202402,PEUGEOT,508,PEUGEOT 508,98.0,36.0,53.0,,10.0,
202402,PEUGEOT,2008,PEUGEOT 2008,1336.0,113.0,,106.0,,
202402,PEUGEOT,3008,PEUGEOT 3008,994.0,126.0,661.0,,4.0,
202402,PEUGEOT,5008,PEUGEOT 5008,641.0,141.0,383.0,,,
202402,PEUGEOT,BOXER,PEUGEOT BOXER,191.0,186.0,,,,
202402,PEUGEOT,EXPERT,PEUGEOT EXPERT,17.0,11.0,,6.0,,
202402,PEUGEOT,RIFTER,PEUGEOT RIFTER,48.0,,,43.0,,
202402,POLESTAR,2,POLESTAR 2,164.0,,,164.0,35.0,
202402,PORSCHE,911,PORSCHE 911,1191.0,,,,596.0,606.0
202402,PORSCHE,BOXSTER,PORSCHE BOXSTER,191.0,,,,,191.0
202402,PORSCHE,CAYENNE,PORSCHE CAYENNE,1496.0,,1276.0,,1496.0,
202402,PORSCHE,CAYMAN,PORSCHE CAYMAN,156.0,,,,,
202402,PORSCHE,MACAN,PORSCHE MACAN,862.0,,,,862.0,
202402,PORSCHE,PANAMERA,PORSCHE PANAMERA,93.0,,43.0,,84.0,
202402,PORSCHE,TAYCAN,PORSCHE TAYCAN,199.0,,,199.0,108.0,
202402,PORSCHE,SONSTIGE,PORSCHE SONSTIGE,108.0,,7.0,13.0,21.0,83.0
202402,RENAULT,ARKANA,RENAULT ARKANA,113.0,,113.0,,,
202402,RENAULT,AUSTRAL,RENAULT AUSTRAL,327.0,,327.0,,,
202402,RENAULT,CAPTUR,RENAULT CAPTUR,240.0,,181.0,,,
202402,RENAULT,CLIO,RENAULT CLIO,625.0,,185.0,,,
202402,RENAULT,ESPACE,RENAULT ESPACE,96.0,,95.0,,,
202402,RENAULT,KANGOO,RENAULT KANGOO,313.0,59.0,,12.0,,
202402,RENAULT,KOLEOS,RENAULT KOLEOS,14.0,10.0,,,10.0,
202402,RENAULT,MASTER,RENAULT MASTER,38.0,38.0,,,,
202402,RENAULT,MEGANE,RENAULT MEGANE,186.0,34.0,,118.0,,
202402,RENAULT,TRAFIC,RENAULT TRAFIC,253.0,252.0,,,,
202402,RENAULT,TWINGO,RENAULT TWINGO,238.0,,,64.0,,
202402,RENAULT,ZOE,RENAULT ZOE,131.0,,,131.0,,
202402,RENAULT,SONSTIGE,RENAULT SONSTIGE,1.0,,,,,
202402,ROLLS ROYCE,CULLINAN,ROLLS ROYCE CULLINAN,6.0,,,,6.0,
202402,ROLLS ROYCE,SPECTRE,ROLLS ROYCE SPECTRE,7.0,,,7.0,7.0,
202402,ROLLS ROYCE,SONSTIGE,ROLLS ROYCE SONSTIGE,14.0,,,,14.0,
202402,SEAT,ARONA,SEAT ARONA,1235.0,,,,,
202402,SEAT,ATECA,SEAT ATECA,1713.0,364.0,,,740.0,
202402,SEAT,BORN,SEAT BORN,972.0,,,972.0,,
202402,SEAT,FORMENTOR,SEAT FORMENTOR,2470.0,178.0,456.0,,1123.0,
202402,SEAT,IBIZA,SEAT IBIZA,1316.0,,,,,
202402,SEAT,LEON,SEAT LEON,3325.0,1040.0,1200.0,,169.0,
202402,SEAT,TARRACO,SEAT TARRACO,729.0,367.0,181.0,,195.0,
202402,SEAT,SONSTIGE,SEAT SONSTIGE,1.0,,,,,
202402,SKODA,ENYAQ,SKODA ENYAQ,1261.0,,,1260.0,374.0,
202402,SKODA,FABIA,SKODA FABIA,2487.0,,,,,
202402,SKODA,KAMIQ,SKODA KAMIQ,1814.0,,,,,
202402,SKODA,KAROQ,SKODA KAROQ,2947.0,1022.0,,,1187.0,
202402,SKODA,KODIAQ,SKODA KODIAQ,1432.0,881.0,,,1041.0,
202402,SKODA,OCTAVIA,SKODA OCTAVIA,4136.0,2950.0,511.0,,938.0,
202402,SKODA,SCALA,SKODA SCALA,627.0,,,,,
202402,SKODA,SUPERB,SKODA SUPERB,1122.0,805.0,36.0,,219.0,
202402,SKODA,SONSTIGE,SKODA SONSTIGE,22.0,,9.0,,10.0,
202402,SMART,1,SMART 1,344.0,,,344.0,63.0,
202402,SMART,3,SMART 3,95.0,,,95.0,44.0,
202402,SMART,FORTWO,SMART FORTWO,766.0,,,766.0,,262.0
202402,SSANGYONG,KORANDO,SSANGYONG KORANDO,19.0,,,9.0,,
202402,SSANGYONG,REXTON,SSANGYONG REXTON,36.0,36.0,,,36.0,
202402,SSANGYONG,TIVOLI,SSANGYONG TIVOLI,51.0,,,,5.0,
202402,SSANGYONG,TORRES,SSANGYONG TORRES,26.0,,,,4.0,
202402,SUBARU,BRZ,SUBARU BRZ,19.0,,,,,
202402,SUBARU,FORESTER,SUBARU FORESTER,82.0,,82.0,,82.0,
202402,SUBARU,OUTBACK,SUBARU OUTBACK,107.0,,,,107.0,
202402,SUBARU,SOLTERRA,SUBARU SOLTERRA,23.0,,,23.0,23.0,
202402,SUBARU,XV,SUBARU XV,36.0,,11.0,,36.0,
202402,SUBARU,SONSTIGE,SUBARU SONSTIGE,84.0,,83.0,,84.0,
202402,SUZUKI,IGNIS,SUZUKI IGNIS,643.0,,643.0,,147.0,
202402,SUZUKI,SWACE,SUZUKI SWACE,40.0,,40.0,,,
202402,SUZUKI,SWIFT,SUZUKI SWIFT,1248.0,,1248.0,,120.0,
202402,SUZUKI,SX4,SUZUKI SX4,169.0,,169.0,,106.0,
202402,SUZUKI,VITARA,SUZUKI VITARA,340.0,,340.0,,176.0,
202402,SUZUKI,SONSTIGE,SUZUKI SONSTIGE,3.0,,,,,
202402,TESLA,MODEL 3,TESLA MODEL 3,550.0,,,550.0,319.0,
202402,TESLA,MODEL S,TESLA MODEL S,37.0,,,37.0,37.0,
202402,TESLA,MODEL X,TESLA MODEL X,43.0,,,43.0,43.0,
202402,TESLA,MODEL Y,TESLA MODEL Y,5408.0,,,5408.0,3445.0,
202402,TOYOTA,AYGO,TOYOTA AYGO,1848.0,,,,,
202402,TOYOTA,BZ4,TOYOTA BZ4,143.0,,,143.0,8.0,
202402,TOYOTA,C-HR,TOYOTA C-HR,736.0,,735.0,,73.0,
202402,TOYOTA,CAMRY,TOYOTA CAMRY,,,,,,
202402,TOYOTA,COROLLA,TOYOTA COROLLA,1229.0,,1228.0,,34.0,
202402,TOYOTA,GR 86,TOYOTA GR 86,77.0,,,,,
202402,TOYOTA,HIGHLANDER,TOYOTA HIGHLANDER,15.0,,15.0,,15.0,
202402,TOYOTA,LANDCRUISER,TOYOTA LANDCRUISER,72.0,72.0,,,72.0,
202402,TOYOTA,PRIUS,TOYOTA PRIUS,24.0,,24.0,,,
202402,TOYOTA,PROACE,TOYOTA PROACE,481.0,279.0,,10.0,,
202402,TOYOTA,RAV 4,TOYOTA RAV 4,438.0,,436.0,,181.0,
202402,TOYOTA,SUPRA,TOYOTA SUPRA,22.0,,,,,
202402,TOYOTA,YARIS,TOYOTA YARIS,1525.0,,1299.0,,160.0,
202402,TOYOTA,SONSTIGE,TOYOTA SONSTIGE,6.0,,,,,
202402,VINFAST,VF 8,VINFAST VF 8,13.0,,,13.0,13.0,
202402,VINFAST,SONSTIGE,VINFAST SONSTIGE,,,,,,
202402,VOLVO,60,VOLVO 60,618.0,,618.0,,348.0,
202402,VOLVO,90,VOLVO 90,164.0,,164.0,,88.0,
202402,VOLVO,C40,VOLVO C40,159.0,,,159.0,27.0,
202402,VOLVO,EX30,VOLVO EX30,566.0,,,566.0,152.0,
202402,VOLVO,XC40,VOLVO XC40,963.0,,396.0,522.0,78.0,
202402,VOLVO,XC60,VOLVO XC60,2091.0,,2091.0,,1301.0,
202402,VOLVO,XC90,VOLVO XC90,908.0,,908.0,,908.0,
202402,VW,ARTEON,VW ARTEON,540.0,329.0,18.0,,217.0,
202402,VW,CADDY,VW CADDY,1392.0,895.0,,,105.0,
202402,VW,CRAFTER,VW CRAFTER,329.0,329.0,,,67.0,
202402,VW,GOLF,VW GOLF,10150.0,4519.0,1903.0,,539.0,
202402,VW,ID. BUZZ,VW ID. BUZZ,285.0,,,285.0,7.0,
202402,VW,ID.3,VW ID.3,872.0,,,872.0,,
202402,VW,"ID.4, ID.5","VW ID.4, ID.5",1227.0,,,1227.0,249.0,
202402,VW,ID.7,VW ID.7,95.0,,,95.0,,
202402,VW,PASSAT,VW PASSAT,4590.0,3104.0,227.0,,220.0,
202402,VW,POLO,VW POLO,2138.0,,,,,
202402,VW,T-CROSS,VW T-CROSS,1568.0,,,,,
202402,VW,T-ROC,VW T-ROC,4837.0,729.0,,,500.0,443.0
202402,VW,TAIGO,VW TAIGO,1537.0,,,,,
202402,VW,TIGUAN,VW TIGUAN,5140.0,2882.0,317.0,,2251.0,
202402,VW,TOUAREG,VW TOUAREG,403.0,238.0,147.0,,403.0,
202402,VW,TOURAN,VW TOURAN,1731.0,928.0,,,,
202402,VW,TRANSPORTER,VW TRANSPORTER,3145.0,2671.0,149.0,,557.0,
202402,VW,UP,VW UP,328.0,,,65.0,,
202402,VW,SONSTIGE,VW SONSTIGE,54.0,,15.0,9.0,22.0,
202402,SONSTIGE,SONSTIGE,SONSTIGE SONSTIGE,985.0,178.0,74.0,153.0,283.0,41.0
202401,ALFA ROMEO,GIULIA,ALFA ROMEO GIULIA,205.0,,,,176.0,
202401,ALFA ROMEO,STELVIO,ALFA ROMEO STELVIO,134.0,50.0,,,134.0,
202401,ALFA ROMEO,TONALE,ALFA ROMEO TONALE,290.0,117.0,173.0,,33.0,
202401,ALPINE,A110,ALPINE A110,43.0,,,,,
202401,ASTON MARTIN,DBX,ASTON MARTIN DBX,22.0,,,,22.0,
202401,ASTON MARTIN,SONSTIGE,ASTON MARTIN SONSTIGE,3.0,,,,,
202401,AUDI,A1,AUDI A1,593.0,,,,,
202401,AUDI,A3,AUDI A3,2564.0,437.0,1394.0,,534.0,
202401,AUDI,A4,AUDI A4,2436.0,,2350.0,,768.0,
202401,AUDI,A5,AUDI A5,505.0,,372.0,,307.0,128.0
202401,AUDI,A6,AUDI A6,1129.0,,1129.0,,958.0,
202401,AUDI,A7,AUDI A7,122.0,,122.0,,115.0,
202401,AUDI,A8,AUDI A8,121.0,,120.0,,121.0,
202401,AUDI,E-TRON GT,AUDI E-TRON GT,82.0,,,82.0,82.0,
202401,AUDI,Q2,AUDI Q2,1401.0,360.0,,,303.0,
202401,AUDI,Q3,AUDI Q3,1977.0,771.0,244.0,,886.0,
202401,AUDI,Q4,AUDI Q4,1424.0,,,1424.0,738.0,
202401,AUDI,Q5,AUDI Q5,1291.0,,1290.0,,1236.0,
202401,AUDI,Q6,AUDI Q6,22.0,,,22.0,19.0,
202401,AUDI,Q7,AUDI Q7,290.0,,197.0,,290.0,
202401,AUDI,Q8,AUDI Q8,1215.0,,339.0,759.0,1215.0,
202401,AUDI,R8,AUDI R8,37.0,,,,9.0,9.0
202401,AUDI,TT,AUDI TT,128.0,,,,82.0,70.0
202401,AUDI,SONSTIGE,AUDI SONSTIGE,102.0,21.0,22.0,20.0,78.0,
202401,BENTLEY,BENTAYGA,BENTLEY BENTAYGA,24.0,,,,22.0,
202401,BENTLEY,CONTINENTAL,BENTLEY CONTINENTAL,39.0,,,,39.0,11.0
202401,BMW,1ER,BMW 1ER,1521.0,217.0,,,116.0,
202401,BMW,2ER,BMW 2ER,1912.0,294.0,330.0,,334.0,
202401,BMW,3ER,BMW 3ER,2859.0,,1885.0,,1115.0,
202401,BMW,4ER,BMW 4ER,1603.0,,395.0,880.0,640.0,158.0
202401,BMW,5ER,BMW 5ER,1316.0,,1037.0,278.0,534.0,
202401,BMW,7ER,BMW 7ER,207.0,,155.0,51.0,195.0,
202401,BMW,8ER,BMW 8ER,111.0,,18.0,,106.0,13.0
202401,BMW,IX,BMW IX,363.0,,,363.0,363.0,
202401,BMW,X1,BMW X1,1706.0,143.0,938.0,358.0,962.0,
202401,BMW,X2,BMW X2,94.0,14.0,,18.0,59.0,
202401,BMW,X3,BMW X3,2058.0,,1722.0,295.0,1763.0,
202401,BMW,X4,BMW X4,330.0,,310.0,,330.0,
202401,BMW,X5,BMW X5,1058.0,,1055.0,,1058.0,
202401,BMW,X6,BMW X6,239.0,,238.0,,239.0,
202401,BMW,X7,BMW X7,383.0,,383.0,,383.0,
202401,BMW,XM,BMW XM,127.0,,127.0,,127.0,
202401,BMW,Z4,BMW Z4,90.0,,,,,90.0
202401,BMW,SONSTIGE,BMW SONSTIGE,110.0,19.0,23.0,,105.0,
202401,BYD,ATTO 3,BYD ATTO 3,80.0,,,80.0,,
202401,BYD,DOLPHIN,BYD DOLPHIN,14.0,,,14.0,,
202401,BYD,SEAL,BYD SEAL,18.0,,,18.0,,
202401,BYD,SONSTIGE,BYD SONSTIGE,27.0,,,27.0,26.0,
202401,CADILLAC,ESCALADE,CADILLAC ESCALADE,11.0,,,,11.0,
202401,CADILLAC,SONSTIGE,CADILLAC SONSTIGE,1.0,,,,,
202401,CITROEN,BERLINGO,CITROEN BERLINGO,69.0,,,53.0,,
202401,CITROEN,C3,CITROEN C3,1146.0,21.0,,,,
202401,CITROEN,C4,CITROEN C4,1628.0,144.0,,297.0,,
202401,CITROEN,C5,CITROEN C5,1116.0,269.0,323.0,,,
202401,CITROEN,JUMPER,CITROEN JUMPER,428.0,427.0,,,,
202401,CITROEN,JUMPY,CITROEN JUMPY,52.0,41.0,,11.0,,
202401,DACIA,DUSTER,DACIA DUSTER,1491.0,383.0,,,382.0,
202401,DACIA,JOGGER,DACIA JOGGER,1344.0,,392.0,,,
202401,DACIA,SANDERO,DACIA SANDERO,3496.0,,,,,
202401,DACIA,SPRING,DACIA SPRING,299.0,,,299.0,,
202401,DACIA,SONSTIGE,DACIA SONSTIGE,1.0,,,,,
202401,DS,DS3,DS DS3,9.0,,,7.0,,
202401,DS,DS4,DS DS4,93.0,11.0,5.0,,,
202401,DS,DS7 CROSSBACK,DS DS7 CROSSBACK,116.0,89.0,26.0,,16.0,
202401,DS,SONSTIGE,DS SONSTIGE,2.0,,,,,
202401,FERRARI,296,FERRARI 296,44.0,,44.0,,,27.0
202401,FERRARI,PUROSANGUE,FERRARI PUROSANGUE,31.0,,,,31.0,
202401,FERRARI,ROMA,FERRARI ROMA,34.0,,,,,7.0
202401,FERRARI,SF90,FERRARI SF90,29.0,,29.0,,29.0,21.0
202401,FERRARI,SONSTIGE,FERRARI SONSTIGE,24.0,,,,,20.0
202401,FIAT,500,FIAT 500,2957.0,,2108.0,735.0,,
202401,FIAT,600,FIAT 600,42.0,,,42.0,,
202401,FIAT,DUCATO,FIAT DUCATO,1044.0,1039.0,,,7.0,
202401,FIAT,PANDA,FIAT PANDA,353.0,,331.0,,22.0,
202401,FIAT,TIPO,FIAT TIPO,85.0,,85.0,,,
202401,FIAT,ULYSSE,FIAT ULYSSE,11.0,,,10.0,,
202401,FIAT,SONSTIGE,FIAT SONSTIGE,8.0,,,,,
202401,FISKER,OCEAN,FISKER OCEAN,27.0,,,27.0,27.0,
202401,FISKER,SONSTIGE,FISKER SONSTIGE,2.0,,,,,
202401,FORD,EXPLORER,FORD EXPLORER,39.0,,39.0,,39.0,
202401,FORD,FIESTA,FORD FIESTA,100.0,,26.0,,,
202401,FORD,FOCUS,FORD FOCUS,1776.0,601.0,953.0,,,
202401,FORD,GALAXY,FORD GALAXY,7.0,,7.0,,,
202401,FORD,KUGA,FORD KUGA,1987.0,300.0,1394.0,,235.0,
202401,FORD,MUSTANG,FORD MUSTANG,56.0,,,,,19.0
202401,FORD,MUSTANG MACH-E,FORD MUSTANG MACH-E,99.0,,,99.0,38.0,
202401,FORD,PUMA,FORD PUMA,1935.0,,1859.0,,,
202401,FORD,S-MAX,FORD S-MAX,28.0,,27.0,,,
202401,FORD,TRANSIT CONNECT,FORD TRANSIT CONNECT,376.0,269.0,,,44.0,
202401,FORD,TRANSIT COURIER,FORD TRANSIT COURIER,23.0,,,,,
202401,FORD,TRANSIT CUSTOM,FORD TRANSIT CUSTOM,425.0,421.0,,,6.0,
202401,FORD,"TRANSIT, TOURNEO","FORD TRANSIT, TOURNEO",513.0,508.0,,,21.0,
202401,FORD,SONSTIGE,FORD SONSTIGE,14.0,,,5.0,,
202401,GWM,COFFEE 01,GWM COFFEE 01,68.0,,68.0,,68.0,
202401,GWM,FUNKY CAT,GWM FUNKY CAT,22.0,,,22.0,,
202401,HONDA,CIVIC,HONDA CIVIC,56.0,,53.0,,,
202401,HONDA,CR-V,HONDA CR-V,182.0,,182.0,,126.0,
202401,HONDA,E:NY1,HONDA E:NY1,8.0,,,8.0,,
202401,HONDA,HR-V,HONDA HR-V,125.0,,125.0,,,
202401,HONDA,JAZZ,HONDA JAZZ,63.0,,63.0,,,
202401,HONDA,ZR-V,HONDA ZR-V,48.0,,48.0,,,
202401,HONDA,SONSTIGE,HONDA SONSTIGE,2.0,,,,,
202401,HYUNDAI,BAYON,HYUNDAI BAYON,340.0,,325.0,,,
202401,HYUNDAI,GV70,HYUNDAI GV70,29.0,15.0,,7.0,29.0,
202401,HYUNDAI,GV80,HYUNDAI GV80,7.0,,,,7.0,
202401,HYUNDAI,I 10,HYUNDAI I 10,957.0,,,,,
202401,HYUNDAI,I 20,HYUNDAI I 20,1114.0,,554.0,,,
202401,HYUNDAI,I 30,HYUNDAI I 30,858.0,,459.0,,,
202401,HYUNDAI,IONIQ5,HYUNDAI IONIQ5,362.0,,,362.0,106.0,
202401,HYUNDAI,IONIQ6,HYUNDAI IONIQ6,182.0,,,182.0,78.0,
202401,HYUNDAI,KONA,HYUNDAI KONA,952.0,,195.0,340.0,100.0,
202401,HYUNDAI,SANTA FE,HYUNDAI SANTA FE,87.0,35.0,52.0,,72.0,
202401,HYUNDAI,STARIA,HYUNDAI STARIA,228.0,227.0,,,103.0,
202401,HYUNDAI,TUCSON,HYUNDAI TUCSON,1369.0,,1220.0,,745.0,
202401,HYUNDAI,SONSTIGE,HYUNDAI SONSTIGE,16.0,,,7.0,,
202401,INEOS,GRENADIER,INEOS GRENADIER,75.0,62.0,,,75.0,
202401,IVECO,DAILY,IVECO DAILY,75.0,75.0,,,7.0,
202401,IVECO,SONSTIGE,IVECO SONSTIGE,3.0,,,,,
202401,JAGUAR,E-PACE,JAGUAR E-PACE,58.0,,58.0,,58.0,
202401,JAGUAR,F-PACE,JAGUAR F-PACE,194.0,,167.0,,194.0,
202401,JAGUAR,F-TYPE,JAGUAR F-TYPE,20.0,,,,13.0,10.0
202401,JAGUAR,I-PACE,JAGUAR I-PACE,8.0,,,8.0,8.0,
202401,JAGUAR,XE,JAGUAR XE,24.0,,9.0,,6.0,
202401,JAGUAR,XF,JAGUAR XF,17.0,,14.0,,8.0,
202401,JEEP,AVENGER,JEEP AVENGER,421.0,,,151.0,,
202401,JEEP,COMPASS,JEEP COMPASS,422.0,,422.0,,44.0,
202401,JEEP,GRAND CHEROKEE,JEEP GRAND CHEROKEE,22.0,,22.0,,22.0,
202401,JEEP,RENEGADE,JEEP RENEGADE,182.0,,182.0,,21.0,
